	File_Name	Total_Kernels	Percent_Transmission	R-Squared	P-Value	Slope
180	X403x522AL-1m1	610	56.239344262295084	0.1240882112773849	2.924e-19	-3e-05
181	X494-4x402	531	65.46327683615819	0.8900375072953627	9.427e-256	-0.00013
182	X402x528-5m2	608	54.0641447368421	0.6294699764386629	9.207e-133	0.00013
183	X468A-2x402	384	60.3984375	0.5100890103200819	3.699e-61	8e-05
184	X40_x526-4m1	491	48.18940936863544	0.31829565253892167	1.312e-42	7e-05
185	X402x474-4m5	511	55.28375733855186	0.03945830185437025	6.053e-06	2e-05
186	X474-1x402	506	30.541501976284586	0.10608209200672357	5.725e-14	6e-05
187	X403x517L-5m1	621	71.24798711755234	0.020295064560031818	3.693e-04	2e-05
188	X402x527A-3m1	619	64.05492730210017	0.1428184439072929	1.897e-22	3e-05
189	X403x533A-8m4	563	50.0461811722913	0.1774905616683135	1.248e-25	3e-05
190	X422-1x402	632	47.65981012658228	0.011827996295247686	6.204e-03	-2e-05
191	X402x458-1m2	639	51.05790297339593	0.2793302059391105	2.910e-47	3e-05
192	X435-5x402	408	79.375	0.13152758786044022	3.968e-14	7e-05
193	X401x440-2m1	610	53.05573770491803	0.07293885772589885	1.177e-11	3e-05
194	X401x528-2m1	667	50.827586206896555	0.028190926821943383	1.306e-05	-1e-05
195	X491-1x402	560	0.43392857142857144	0.46639231318682617	3.874e-78	-1e-05
196	X458-1x402	492	31.71747967479675	0.6464613124340576	1.042e-112	-0.00023
197	X402x466-5m2	681	64.61233480176212	0.029641456511509973	6.231e-06	1e-05
198	X403x526-1m1	690	59.04492753623188	0.05983087466577878	7.379e-11	2e-05
199	X402x539-1m1	664	51.68524096385542	0.061910113798430075	7.925e-11	-2e-05
200	X402x483A-1m2	659	70.96358118361154	0.38424583788460254	3.311e-71	-6e-05
201	X401x432-2m1	548	53.58759124087591	0.7124337260645112	6.949e-150	-0.00011
202	X421-5x402	283	52.0565371024735	0.6945505142475392	2.453e-74	0.00015
203	X402x474-2m1	517	53.195357833655706	0.41021103295484296	4.926e-61	-0.0001
204	X401x424L-3m1	304	62.36842105263158	0.056424503598654606	2.857e-05	3e-05
205	X400x445L-3m1	614	45.60586319218241	0.4806286231464319	4.009e-89	-6e-05
206	X402x456L-1m1	621	76.4170692431562	0.7038168399008926	1.071e-165	-9e-05
207	X401x522-1m1	619	50.810985460420035	0.5354175338393222	8.522e-105	-0.00011
208	X402x421-4m1	606	45.0957095709571	0.11432454749565436	1.132e-17	-2e-05
209	X402x429-2m1	562	42.55338078291815	0.27262297836504157	1.260e-40	8e-05
210	X402x483A-1m3	658	59.93009118541033	0.1267965387112343	4.200e-21	3e-05
211	X401x421-1m2	365	42.446575342465756	0.30042977937522725	5.212e-30	7e-05
212	X402x466-5m3	570	55.40526315789474	0.24335166333976713	2.723e-36	5e-05
213	X400x534-1m2	602	62.55481727574751	0.04804283259507499	5.544e-08	-2e-05
214	X573B-2x410L	361	31.626038781163434	0.3510700258474158	1.376e-35	7e-05
215	X400x520L-2m1	629	46.087440381558025	0.020381268772404624	3.284e-04	-1e-05
216	X401x491-1m1	519	29.302504816955683	0.819911154923234	1.353e-194	-0.00019
217	X402x458-1m3	406	50.91379310344828	0.007870061841975235	7.417e-02	1e-05
218	X402x432-1m1	443	60.70428893905192	0.020560799171180054	2.485e-03	2e-05
219	X400x519L-3m1	537	57.44134078212291	0.3116051729018639	2.574e-45	-5e-05
220	X446L-2x402	338	82.31952662721893	0.7250500078819558	3.180e-96	0.00012
221	X400x521AL-9m2	496	47.10282258064516	0.004909049621920705	1.191e-01	1e-05
222	X454-3x402	444	24.765765765765767	0.11197799643789934	4.453e-13	-6e-05
223	X573B-5x410	678	37.03834808259587	0.6361427534962034	1.511e-150	-7e-05
224	X401x521-4m1	507	43.04930966469428	0.018746156401074486	2.003e-03	1e-05
225	X402x515-4m1	622	77.33922829581994	0.3513025082621247	2.914e-60	9e-05
226	X421-4x402	539	36.970315398886825	0.08353006827561227	7.873e-12	-4e-05
227	X400x571A-2m1	363	60.13498622589532	0.6399422506482142	4.409e-82	0.00012
228	X401x433-2m1	602	56.926910299003325	0.020110340960921992	4.833e-04	-1e-05
229	X400x481AL-1m1	348	55.52873563218391	0.2950630509428108	4.209e-28	-0.00012
230	X489-3x402	578	57.108996539792386	0.35535059085885234	6.762e-57	-4e-05
231	X440-3x402	447	40.82774049217002	0.052124227207749306	1.072e-06	-1e-05
232	X400x498L-2m1	613	42.539967373572594	0.014369510527543768	2.953e-03	-1e-05
233	X401x420-3m1	578	55.982698961937714	0.03878008184193191	1.833e-06	-2e-05
234	X400x468AL-2m1	488	52.22540983606557	0.18216455557989106	5.036e-23	4e-05
235	X401x491-5m1	637	28.880690737833596	0.3070362807423624	1.517e-52	-6e-05
236	X403x527A-1m1	609	66.89819376026273	0.005892694752291313	5.832e-02	-0.0
237	X402x492-1m2	657	10.007610350076103	0.19413892905212526	1.403e-32	-0.0001
238	X402x440-1m1	563	61.58792184724689	0.42684144980263977	8.076e-70	-0.00011
239	X402x450-1m1	513	52.95711500974659	0.42642738569386707	1.124e-63	5e-05
240	X400x571B-1m2	550	46.58	0.2470586535036016	1.164e-35	7e-05
241	X402x492-1m3	591	12.274111675126903	0.189362473702164	1.058e-28	4e-05
242	X403x437-2m1	600	26.18	0.11388468668972367	1.902e-17	6e-05
243	X403x4-1m4	633	52.54502369668246	0.1785893640415477	8.251e-29	-3e-05
244	X402x489-4m1	654	56.559633027522935	0.28177510371918435	8.108e-49	-4e-05
245	X429-1x402	164	40.51829268292683	0.05383710094283179	2.793e-03	4e-05
246	X402x528-5m4	644	55.08229813664596	0.014185609059859066	2.467e-03	-1e-05
247	X401x439-1m1	513	68.83235867446393	0.06536269056239472	4.244e-09	4e-05
248	X403x447-3m4	635	44.66771653543307	0.04457637048921042	7.851e-08	2e-05
249	X402x459-3m1	586	61.90955631399317	0.3064515607671852	2.334e-48	-5e-05
250	X401x475A-3m1	388	81.3582474226804	0.7184852566491241	2.713e-108	0.00012
251	X447-1x402	354	53.2909604519774	0.31072483061315986	2.733e-30	0.00014
252	X401x490-1m1	650	67.6	0.4768254120690253	3.145e-93	-9e-05
253	X402x474-4m3	675	61.17333333333333	0.49948382237914846	3.105e-103	-8e-05
254	X401x432L-3m1	702	58.69230769230769	0.014660749184409832	1.308e-03	2e-05
255	X402x474-4m1	665	63.73233082706767	0.5173861296791035	5.583e-107	6e-05
256	X402x422-1m2	292	14.527397260273972	0.23425605803195654	1.489e-18	0.00011
257	X401x422-4m1	405	42.01728395061728	0.9682676298601509	4.558e-304	0.00025
258	X462A-1x402	469	36.43496801705757	0.38281861764344494	6.846e-51	9e-05
259	X471A-2x402	439	49.07972665148064	0.8425121958840033	1.648e-177	0.00013
260	X573C-6x410	707	40.15275813295615	0.3787391668531057	6.555e-75	-0.0001
261	X402x459-3m3	542	45.76568265682657	0.017795017304892007	1.856e-03	-1e-05
262	X438-4x402	456	48.10964912280702	0.43227051652027176	8.794e-58	-8e-05
263	X402x471A-1m3	366	2.5437158469945356	0.09234421817508742	2.945e-09	-0.0002
264	X490-3x402	489	54.25153374233129	0.6090397037492444	2.235e-101	9e-05
265	X402x417-2m2	544	39.34375	0.25769696898416566	5.681e-37	6e-05
266	X400x508L-2m1	587	52.546848381601365	0.1397729435596906	6.537e-21	4e-05
267	X400x509L-2m1	399	57.86466165413534	0.22366716892616914	1.254e-23	-8e-05
268	X568AL-4x402	648	64.32407407407408	0.0007141010050832937	4.971e-01	-0.0
269	X484-3x402	400	51.8675	0.017774591339251675	7.585e-03	-2e-05
270	X4-2x484-4m4	514	49.86381322957198	0.27232450343694387	3.044e-37	-6e-05
271	X437-3x402	283	37.67491166077738	0.5222059041754077	5.626e-47	0.00012
272	X402x438-2m3	700	54.05714285714286	0.2983646572927801	1.081e-55	6e-05
273	X402x492-1m1	580	29.95	0.2634633179692976	2.676e-40	8e-05
274	X401x520-2m1	570	54.72982456140351	0.07667038693923507	1.717e-11	2e-05
275	X402x440-1m2	620	62.99354838709677	0.2955073677579045	5.796e-49	-7e-05
276	X552AL-2x402	523	50.231357552581265	0.12891407461706972	2.337e-17	-3e-05
277	X402x440-1m3	569	46.64499121265378	0.46420175848686235	7.288e-79	5e-05
278	X401x420-1m1	577	71.57712305025997	0.24989363497708922	8.291e-38	-5e-05
279	X400x571B-1m1	525	33.180952380952384	0.21742504584924124	1.066e-29	-7e-05
280	X401x515-3m2	625	53.184	0.25297832002749154	2.209e-41	-7e-05
281	X401Ex471A-2m1	577	54.98093587521664	0.14110640340744468	8.918e-21	3e-05
282	X400x481AL-1m3	433	44.39953810623557	0.00038306773436950283	6.846e-01	-0.0
283	X400x3-6m1	614	45.97557003257329	0.14086935795088543	5.648e-22	-3e-05
284	X433-5x402	281	56.18505338078292	0.0355743593782159	1.492e-03	3e-05
285	X435L-2x402	270	56.17037037037037	0.20075326192278364	9.754e-15	-4e-05
286	X402x417-2m3	585	27.864957264957265	0.0822952672601597	1.518e-12	-5e-05
287	X402x439-4m1	440	55.29545454545455	0.06521757720558394	5.575e-08	2e-05
288	X403x494-1m3	628	51.6703821656051	0.007169707793671611	3.388e-02	-1e-05
289	X475A-5x402	352	50.21022727272727	0.21695253894750396	2.344e-20	7e-05
290	X480AL-1x402	465	42.266666666666666	0.2872796142600412	6.141e-36	8e-05
291	X569AL-2x400	690	61.9768115942029	0.36232247122221106	3.056e-69	-0.0001
292	X481A-1x402	315	26.107936507936508	0.018121737569279678	1.682e-02	2e-05
293	X400x529A-1m2	545	39.34678899082569	0.06649777273057572	9.970e-10	3e-05
294	X402x498-2m1	596	69.03523489932886	0.36666102007973483	6.568e-61	-5e-05
295	X402x488-2m1	591	80.45008460236886	0.0004918003548105621	5.905e-01	0.0
296	X401x442-1m1	562	57.36476868327402	0.04513379897963226	3.709e-07	-2e-05
297	X402x478A-2m1	559	58.169946332737034	0.21347767027758285	6.559e-31	-6e-05
298	X402x456-2m1	602	83.9485049833887	0.3500774696537164	3.960e-58	6e-05
299	X402x418-1m2	703	56.36842105263158	0.3688641201676353	4.340e-72	-7e-05
300	X403x463A-1m4	412	39.351941747572816	0.14037299835291778	3.540e-15	-7e-05
301	X402x460-2m3	691	42.37047756874095	0.002911406101112007	1.565e-01	0.0
302	X491L-2x402	689	56.99274310595065	0.8219083741040335	1.324e-259	-8e-05
303	X402x469A-3m2	725	62.63862068965517	0.601301536342427	1.642e-146	-0.00012
304	X463A-2x402	581	76.5473321858864	0.8316047729722423	3.826e-226	0.0001
305	X401x519-3m1	591	66.52453468697124	0.24911042305556888	1.491e-38	6e-05
306	X402x463A-3m1	678	77.14749262536873	0.011540352519851879	5.108e-03	-0.0
307	X554A-3x400	449	66.88641425389756	0.07587150683243282	2.928e-09	-2e-05
308	X498-3x402	532	46.0093984962406	0.12603743178731247	3.016e-17	3e-05
309	X402x487A-1m2	318	73.05974842767296	0.3011245297070554	2.111e-26	3e-05
310	X402x437-1m3	488	25.063524590163933	0.3010534699770639	1.040e-39	-8e-05
311	X402x480A-4m3	601	43.86189683860233	0.4075694424513844	4.091e-70	-5e-05
312	X401x552AL-4m1	325	3.7784615384615385	0.10813986884174565	1.237e-09	3e-05
313	X402x463A-1m3	549	62.31511839708561	0.20050769488135936	1.987e-28	7e-05
314	X401x4-2m2	397	55.94206549118388	0.10162701259933543	7.914e-11	-5e-05
315	X402x451A-4m1	642	50.65576323987539	0.45018120900913067	3.479e-85	7e-05
316	X402x463A-1m2	596	83.31879194630872	0.27522410294796196	1.878e-43	3e-05
317	X402x480A-4m2	614	74.06188925081433	0.04244948762245433	2.601e-07	2e-05
318	X402x437-1m2	446	61.88116591928251	0.42018994979402874	1.638e-54	5e-05
319	X403x3-6m5	613	50.75693311582382	0.7643389987818153	6.321e-194	0.0001
320	X402x529A-1m1	714	77.85854341736695	0.30177650834122943	1.572e-57	7e-05
321	X400x426L-2m2	457	39.06564551422319	0.2529226150420006	1.146e-30	7e-05
322	X402x534-1m1	381	33.07874015748032	0.38171339248815395	1.779e-41	-0.00012
323	X402x524-1m1	617	61.73257698541329	0.0029260916616447147	1.796e-01	0.0
324	X401x485-3m1	615	49.55934959349594	0.031920801475730495	8.287e-06	-2e-05
325	X401x534-2m4	523	46.994263862332694	0.6053511609807016	2.915e-107	-0.0001
326	X402x469A-3m3	652	67.53374233128834	0.38860425088032935	1.796e-71	9e-05
327	X456L-1x402	503	49.363817097415506	0.3913126065089161	5.559e-56	-0.00013
328	X403x488-3m3	610	56.890163934426226	0.07084918637578984	2.366e-11	-3e-05
329	X402x418-1m3	635	50.64724409448819	0.016049934721575176	1.379e-03	-2e-05
330	X401x516L-3m1	597	50.97654941373534	0.08592982534881685	2.700e-13	4e-05
331	X400x539-3m1	580	36.61724137931034	0.7280945263066015	1.368e-165	-0.00027
332	X434L-1x402	353	32.946175637393765	0.7350057325427275	2.974e-103	0.00023
333	X400x532-4m1	475	38.54526315789474	0.30006887246796665	1.511e-38	7e-05
334	X4-6x402	644	51.440993788819874	0.49774089706576086	4.433e-98	-0.00014
335	X401x513-2m1	691	62.85383502170767	0.0012076923158751084	3.617e-01	-0.0
336	X402x418-1m1	600	42.24	0.03275698327572544	8.160e-06	-1e-05
337	X403x498-3m1	653	53.05972434915773	0.11458419045739186	5.713e-19	-4e-05
338	X402x456-2m2	587	61.75127768313458	0.16003656309216957	5.734e-24	5e-05
339	X402x494-2m1	708	57.97316384180791	0.017327932328596276	4.453e-04	-1e-05
340	X400x505A-1m1	549	54.44626593806922	0.7634868572330301	2.190e-173	0.00021
341	X403x535A-1m1	543	47.98526703499079	0.7073152669935027	1.867e-146	0.00014
342	X402x469A-3m1	667	71.42428785607197	0.00805693422924989	2.042e-02	-1e-05
343	X418-2x402	173	42.04624277456647	0.9278377380257723	1.536e-99	-0.00065
344	X402x462A-3m2	692	56.40173410404624	0.09168547624409051	3.861e-16	-2e-05
345	X402x447-4m1	672	70.8735119047619	0.43654774168818744	1.603e-85	-7e-05
346	X400x568AL-1m1	543	27.16390423572744	0.6016268071768639	3.338e-110	-0.00015
347	X401x485-1m1	620	57.39032258064516	0.05732035065913417	1.566e-09	2e-05
348	X402x472A-2m1	408	1.1200980392156863	0.0	1.000e+00	0.0
349	X402x487A-1m1	548	59.13321167883212	0.00628103955734578	6.375e-02	1e-05
350	X400x576-4m1	481	63.656964656964654	0.25781256922699036	6.940e-33	-5e-05
351	X447-4x402	415	52.397590361445786	0.09784269794667348	7.162e-11	-5e-05
352	X403x538-2m1	515	48.5378640776699	0.0051929359053800505	1.024e-01	1e-05
353	X402x435L-2m2	687	51.138282387190685	0.23900383479081747	1.466e-42	-6e-05
354	X486-1x402	675	71.4162962962963	0.6558708905020382	4.850e-158	8e-05
355	X402x451A-4m2	655	61.444274809160305	0.028534849807990443	1.385e-05	-2e-05
356	X402x480A-4m1	619	63.51211631663974	0.11591169702317689	2.906e-18	-5e-05
357	X402x462A-1m1	659	36.37025796661609	0.7525784237780441	1.989e-201	0.0001
358	X400x569AL-2m1	616	41.60064935064935	0.07967442505340461	9.534e-13	-3e-05
359	X402x437-1m1	351	36.706552706552706	0.5070582598301556	1.477e-55	-0.00013
360	X403x509L-4m1	600	43.135	0.5262539379566774	4.368e-99	8e-05
361	X402x463A-1m1	592	52.07263513513514	0.28379815336741654	1.055e-44	5e-05
362	X491-5x402	685	53.1007299270073	0.28638211072306835	5.165e-52	-5e-05
363	X402x524-1m2	641	36.84243369734789	0.09211055551894136	3.999e-15	3e-05
364	X435-1x402	499	81.92384769539078	0.24661703354899772	1.965e-32	5e-05
365	X402x462A-3m3	596	78.84060402684564	0.06558987692369031	2.220e-10	-2e-05
366	X403x415-4m1	623	53.53290529695024	0.06348448778686269	1.776e-10	-2e-05
367	X485L-3x402	340	59.173529411764704	0.3625932846131302	6.334e-35	0.00011
368	X466-4x402	233	61.69098712446352	0.13193768000411646	1.124e-08	-5e-05
369	X421-1x402	499	46.82364729458918	0.518865098935382	5.477e-81	-0.0001
370	X402x460-2m1	629	46.327503974562795	0.7098849157952857	1.239e-170	0.00011
371	X402x456-2m3	547	21.290676416819014	0.5536337288021913	1.593e-97	0.00027
372	X485-5x402	351	56.3048433048433	0.04673675444419276	4.423e-05	-4e-05
373	X539-1x541A-1	444	4.558558558558558	0.0	1.000e+00	0.0
374	X492-1x402	620	72.70645161290322	0.8244659397474937	1.137e-235	-0.00013
375	X400x532-4m2	602	38.7109634551495	0.09795479890326123	3.795e-15	-4e-05
376	X402x475A-1m3	516	56.565891472868216	0.14588254110656568	2.288e-19	-5e-05
377	X402x486-3m1	476	58.470588235294116	0.022094461646358147	1.144e-03	-1e-05
378	X402x454-3m2	681	67.18649045521292	0.460396348557619	4.931e-93	-9e-05
379	X401x4-6m1	691	56.69609261939218	0.41695824591625047	9.022e-83	-3e-05
380	X432-2x402	284	35.063380281690144	0.2643458253666679	1.453e-20	-0.00014
381	X403x555A-3m1	527	2.5749525616698294	0.030727734865730938	5.212e-05	1e-05
382	X402x484-4m2	545	59.143119266055045	0.14686900492306118	1.649e-20	-6e-05
383	X403x507A-2m1	594	54.45117845117845	0.25915647777570866	1.761e-40	-3e-05
384	X450-1x402	371	48.22371967654986	0.4688809333460604	1.200e-52	0.0001
385	X400x572B-4m1	481	8.954261954261954	0.3389492504849965	5.508e-45	-0.00019
386	X400x537A-2m1	603	45.917081260364846	0.22404802817119357	5.371e-35	9e-05
387	X417L-1x402	411	34.32360097323601	0.5090914197413227	3.557e-65	0.00014
388	X418-3x402	339	53.469026548672566	1.6324501945217014e-05	9.409e-01	-0.0
389	X400x422-1m1	428	57.200934579439256	0.5728126209189097	1.069e-80	5e-05
390	X403x474-1m1	438	32.422374429223744	0.6151153413875264	1.945e-92	-0.00013
391	X466L-2x402	102	37.754901960784316	0.001080592478186668	7.429e-01	-1e-05
392	X487A-1x402	545	56.777981651376145	0.6003420794145645	3.184e-110	0.00021
393	X402x525-1m2	690	76.06811594202898	0.03312416054705817	1.492e-06	-2e-05
394	X401x4-2m4	599	45.353923205342234	0.1631761511796406	6.457e-25	6e-05
395	X401x445-2m1	721	54.995839112343965	0.2944087183237896	1.961e-56	-0.0001
396	X466-5x402	315	43.473015873015875	0.7511015720252914	1.559e-96	0.0002
397	X422-4x402	534	52.72097378277154	0.01959284008080092	1.183e-03	-1e-05
398	X439-3x402	405	63.11358024691358	0.05731162620516906	1.094e-06	3e-05
399	X402x426-1m1	568	42.51232394366197	0.26592138632117324	6.547e-40	-5e-05
400	X400x575-1m1	420	62.121428571428574	0.8063321565840716	4.291e-151	0.00022
401	X403x518L-3m1	669	51.54559043348281	0.07268281475685508	1.323e-12	-5e-05
402	X400x415L-1m1	578	42.68339100346021	0.00030774965134171446	6.738e-01	-0.0
403	X401x434-3m1	583	44.51286449399657	0.16888187245189717	3.667e-25	4e-05
404	X402x454-3m3	651	78.4531490015361	0.6500563011286389	4.133e-150	7e-05
405	X403x515-3m1	473	41.91754756871036	0.1612076188377829	9.495e-20	-6e-05
406	X402x475A-1m2	547	57.49908592321755	0.5492604273284328	2.279e-96	0.0001
407	X403x475A-5m1	495	61.60808080808081	0.3461135702612373	2.020e-47	8e-05
408	X400x446L-2m1	646	35.28018575851393	0.013120033997962705	3.554e-03	-1e-05
409	X401x505AL-1m1	642	63.585669781931465	0.38208075528366114	6.378e-69	5e-05
410	X445-2x402	498	47.84538152610442	0.36537265873117863	6.248e-51	-0.0001
411	X463A-3x402	656	59.6234756097561	0.45588233597616795	1.719e-88	6e-05
412	X403x487B-2m2	367	1.561307901907357	0.5506625258881189	2.206e-65	0.00129
413	X555A-4x401	599	66.44908180300501	0.5670826022440068	1.269e-110	-7e-05
414	X401x511-3m2	507	43.83431952662722	0.0009382108373864016	4.914e-01	0.0
415	X400x533A-8m3	682	49.441348973607035	0.17652868594761773	1.512e-30	-5e-05
416	X552AL-6x402	580	74.61379310344827	0.023447624903500757	2.142e-04	1e-05
417	X402x426-1m3	671	53.06110283159463	0.32640559359678917	2.139e-59	-3e-05
418	X402x462A-3m4	606	57.32673267326733	0.1082406880531572	9.186e-17	-3e-05
419	X403x498-5m1	481	43.07068607068607	0.28700436169924204	4.413e-37	3e-05
420	X402x468A-5m1	361	67.54570637119113	0.4042055186546992	2.811e-42	-5e-05
421	X494-1x402	612	63.78921568627451	0.05635569368902743	2.748e-09	-3e-05
422	X400x537A-2m2	387	40.78036175710594	0.46340549728983177	5.390e-54	-0.00011
423	X401x460-3m1	645	40.035658914728685	0.13297967989269885	1.018e-21	5e-05
424	X474-4x402	574	46.26655052264808	8.4237644364326e-06	9.447e-01	-0.0
425	X498-2x402	642	62.02336448598131	0.06032346027848719	2.828e-10	3e-05
426	X403x439-3m1	501	64.96407185628742	0.09816382270643495	7.135e-13	-4e-05
427	X400x511L-4m1	495	62.23434343434344	0.6630753339138786	1.517e-118	0.0001
428	X415-3x402	404	38.12376237623762	0.032795143577472236	2.532e-04	2e-05
429	X554A-2x400	294	41.465986394557824	0.18838760866959978	6.167e-15	4e-05
430	X400x459-3m2	652	34.71165644171779	0.00035137660325356026	6.328e-01	0.0
431	X402x525-1m1	670	39.992537313432834	0.8259007149126926	9.057e-256	0.00015
432	X400x517L-1m1	604	0.0	0.0	1.000e+00	0.0
433	X440L-2x402	318	48.07232704402516	0.5592631997027271	3.608e-58	0.00021
434	X402x529A-1m4	604	46.50993377483444	0.14493607909247108	2.876e-22	-2e-05
435	X401x484-3m1	648	47.004629629629626	0.6125930012747014	3.808e-135	-6e-05
436	X403x498L-2m2	582	64.42611683848797	0.4988297836673071	4.635e-89	-0.00011
437	X400x570AL-4m2	614	18.245928338762216	0.9044429300453122	3.094e-314	-0.00021
438	X401x435-5m1	587	56.44974446337309	0.6553455668665128	1.969e-137	-0.00011
439	X400x421-2m1	585	34.4034188034188	0.5706987896623505	3.893e-109	0.00012
440	X403x533A-2m1	601	48.18968386023295	0.004433094726818862	1.030e-01	-1e-05
441	X470-2x402	447	39.277404921700224	0.05960481137218541	1.727e-07	-3e-05
442	X434-3x402	426	42.117370892018776	0.4155728867265119	2.109e-51	-7e-05
443	X402x426-1m2	661	49.38880484114977	0.0014372435710788864	3.305e-01	-0.0
444	X451AL-1x402	329	89.29483282674772	0.7080663713486111	1.962e-89	-0.00013
445	X420-3x402	201	35.407960199004975	0.24074373225912804	1.423e-13	-7e-05
446	X400x533A-8m2	555	44.12432432432433	0.026752973998471968	1.085e-04	1e-05
447	X401x4-4m1	495	52.163636363636364	0.41712379335478916	9.089e-60	5e-05
448	X400x532-4m4	651	39.17818740399385	0.03679933738441202	8.182e-07	-3e-05
449	X402x475A-1m1	533	41.127579737335836	0.1980750254440494	2.723e-27	-8e-05
450	X445L-3x402	471	53.481953290870486	0.18140304250028447	3.529e-22	-3e-05
451	X400x483A-3m1	569	39.984182776801404	0.1371455860257286	6.166e-20	5e-05
452	X402x481A-2m1	294	62.58843537414966	0.36084771057644566	3.205e-30	7e-05
453	X400x572C-5m1	608	24.542763157894736	0.5469405178690044	2.858e-106	-0.00014
454	X402x485-5m2	577	76.27556325823224	0.006071852161629268	6.141e-02	-1e-05
455	X402x534-2m1	486	60.02057613168724	0.6584530952864456	5.553e-115	-7e-05
456	X571B-1x402	584	59.042808219178085	0.2761750960834628	8.915e-43	4e-05
457	X402x478A-5m4	578	50.34256055363322	0.6895772159603979	1.926e-148	9e-05
458	X400x539-4m5	534	40.58426966292135	0.00032514063156241984	6.776e-01	0.0
459	X403x433L-2m1	451	36.07760532150776	0.23385601825911767	8.235e-28	5e-05
460	X403x481A-3m1	363	49.60606060606061	0.5319209887587173	1.785e-61	0.0001
461	X401x483A-2m1	592	48.3125	0.10601627190604015	4.364e-16	4e-05
462	X403x438-2m2	368	37.08423913043478	0.783498528446312	1.153e-123	0.00021
