	File	Step_Size	Window_Start	Window_End	Total_Kernels	Total_Fluor	Total_NonFluor	Fluor2	Nonfluor2	Fluor3	Nonfluor3	Fluor4	Nonfluor4	Fluor5	Nonfluor5	P-Value	P2-Value	P3-Value	P4-Value	P5-Value	window_mean	Normalized_Window_Mean	Percent_Transmission	Percent_Transmission2	Percent_Transmission3	Percent_Transmission4	Percent_Transmission5
0	X401x492-2m1.xml	2	145	545	64	32	32	37	27	41	23	27	37	32	32	1.0	0.8955416392420035	0.9465314889506807	0.517860358085406	1.0	345.0	0.0	0.5	0.578125	0.640625	0.421875	0.5
1	X401x492-2m1.xml	2	147	547	63	32	31	36	27	40	23	26	37	31	32	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.47949152728490724	0.9846098071476633	347.0	0.0016181229773462784	0.5079365079365079	0.5714285714285714	0.6349206349206349	0.4126984126984127	0.49206349206349204
2	X401x492-2m1.xml	2	149	549	62	32	30	36	26	40	22	26	36	31	31	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.517860358085406	1.0	349.0	0.003236245954692557	0.5161290322580645	0.5806451612903226	0.6451612903225806	0.41935483870967744	0.5
3	X401x492-2m1.xml	2	151	551	62	32	30	36	26	40	22	26	36	31	31	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.517860358085406	1.0	351.0	0.0048543689320388345	0.5161290322580645	0.5806451612903226	0.6451612903225806	0.41935483870967744	0.5
4	X401x492-2m1.xml	2	153	553	62	32	30	36	26	40	22	26	36	31	31	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.517860358085406	1.0	353.0	0.006472491909385114	0.5161290322580645	0.5806451612903226	0.6451612903225806	0.41935483870967744	0.5
5	X401x492-2m1.xml	2	155	555	62	32	30	36	26	40	22	26	36	31	31	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.517860358085406	1.0	355.0	0.008090614886731391	0.5161290322580645	0.5806451612903226	0.6451612903225806	0.41935483870967744	0.5
6	X401x492-2m1.xml	2	157	557	63	32	31	36	27	40	23	26	37	32	31	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.47949152728490724	0.9846098071476633	357.0	0.009708737864077669	0.5079365079365079	0.5714285714285714	0.6349206349206349	0.4126984126984127	0.5079365079365079
7	X401x492-2m1.xml	2	159	559	64	33	31	37	27	41	23	26	38	33	31	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.47949152728490724	0.9846098071476633	359.0	0.011326860841423949	0.515625	0.578125	0.640625	0.40625	0.515625
8	X401x492-2m1.xml	2	161	561	64	33	31	37	27	41	23	26	38	33	31	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.47949152728490724	0.9846098071476633	361.0	0.012944983818770227	0.515625	0.578125	0.640625	0.40625	0.515625
9	X401x492-2m1.xml	2	163	563	65	34	31	38	27	41	24	27	38	33	32	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.47949152728490724	0.9846098071476633	363.0	0.014563106796116505	0.5230769230769231	0.5846153846153846	0.6307692307692307	0.4153846153846154	0.5076923076923077
10	X401x492-2m1.xml	2	165	565	66	34	32	38	28	42	24	27	39	33	33	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.47949152728490724	1.0	365.0	0.016181229773462782	0.5151515151515151	0.5757575757575758	0.6363636363636364	0.4090909090909091	0.5
11	X401x492-2m1.xml	2	167	567	67	34	33	38	29	42	25	28	39	34	33	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.47949152728490724	0.9846098071476633	367.0	0.01779935275080906	0.5074626865671642	0.5671641791044776	0.6268656716417911	0.417910447761194	0.5074626865671642
12	X401x492-2m1.xml	2	169	569	68	34	34	38	30	43	25	28	40	34	34	1.0	0.8955416392420035	0.9465314889506807	0.47949152728490724	1.0	369.0	0.019417475728155338	0.5	0.5588235294117647	0.6323529411764706	0.4117647058823529	0.5
13	X401x492-2m1.xml	2	171	571	66	33	33	36	30	42	24	26	40	34	32	1.0	0.9378636181727441	0.9465314889506807	0.47949152728490724	0.9846098071476633	371.0	0.021035598705501618	0.5	0.5454545454545454	0.6363636363636364	0.3939393939393939	0.5151515151515151
14	X401x492-2m1.xml	2	173	573	65	33	32	36	29	41	24	26	39	34	31	0.9869719078497553	0.8997236626268506	0.9465314889506807	0.47949152728490724	0.9846098071476633	373.0	0.022653721682847898	0.5076923076923077	0.5538461538461539	0.6307692307692307	0.4	0.5230769230769231
15	X401x492-2m1.xml	2	175	575	65	33	32	36	29	41	24	26	39	34	31	0.9869719078497553	0.8997236626268506	0.9465314889506807	0.47949152728490724	0.9846098071476633	375.0	0.024271844660194174	0.5076923076923077	0.5538461538461539	0.6307692307692307	0.4	0.5230769230769231
16	X401x492-2m1.xml	2	177	577	65	33	32	36	29	41	24	26	39	34	31	0.9869719078497553	0.8997236626268506	0.9465314889506807	0.47949152728490724	0.9846098071476633	377.0	0.025889967637540454	0.5076923076923077	0.5538461538461539	0.6307692307692307	0.4	0.5230769230769231
17	X401x492-2m1.xml	2	179	579	65	33	32	36	29	41	24	26	39	34	31	0.9869719078497553	0.8997236626268506	0.9465314889506807	0.47949152728490724	0.9846098071476633	379.0	0.02750809061488673	0.5076923076923077	0.5538461538461539	0.6307692307692307	0.4	0.5230769230769231
18	X401x492-2m1.xml	2	181	581	68	35	33	38	30	42	26	27	41	35	33	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.47949152728490724	0.9846098071476633	381.0	0.02912621359223301	0.5147058823529411	0.5588235294117647	0.6176470588235294	0.39705882352941174	0.5147058823529411
19	X401x492-2m1.xml	2	183	583	68	35	33	38	30	42	26	27	41	35	33	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.47949152728490724	0.9846098071476633	383.0	0.030744336569579287	0.5147058823529411	0.5588235294117647	0.6176470588235294	0.39705882352941174	0.5147058823529411
20	X401x492-2m1.xml	2	185	585	68	35	33	38	30	42	26	27	41	35	33	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.47949152728490724	0.9846098071476633	385.0	0.032362459546925564	0.5147058823529411	0.5588235294117647	0.6176470588235294	0.39705882352941174	0.5147058823529411
21	X401x492-2m1.xml	2	187	587	68	35	33	38	30	42	26	27	41	35	33	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.47949152728490724	0.9846098071476633	387.0	0.03398058252427184	0.5147058823529411	0.5588235294117647	0.6176470588235294	0.39705882352941174	0.5147058823529411
22	X401x492-2m1.xml	2	189	589	68	35	33	38	30	42	26	27	41	35	33	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.47949152728490724	0.9846098071476633	389.0	0.03559870550161812	0.5147058823529411	0.5588235294117647	0.6176470588235294	0.39705882352941174	0.5147058823529411
23	X401x492-2m1.xml	2	191	591	69	35	34	38	31	43	26	28	41	36	33	0.9869719078497553	0.9075310469960495	0.9465314889506807	0.47949152728490724	0.9846098071476633	391.0	0.0372168284789644	0.5072463768115942	0.5507246376811594	0.6231884057971014	0.4057971014492754	0.5217391304347826
24	X401x492-2m1.xml	2	193	593	68	34	34	37	31	42	26	28	40	36	32	1.0	0.9378636181727441	0.9465314889506807	0.47949152728490724	0.9846098071476633	393.0	0.038834951456310676	0.5	0.5441176470588235	0.6176470588235294	0.4117647058823529	0.5294117647058824
25	X401x492-2m1.xml	2	195	595	68	34	34	37	31	42	26	28	40	36	32	1.0	0.9378636181727441	0.9465314889506807	0.47949152728490724	0.9846098071476633	395.0	0.040453074433656956	0.5	0.5441176470588235	0.6176470588235294	0.4117647058823529	0.5294117647058824
26	X401x492-2m1.xml	2	197	597	67	33	34	37	30	41	26	28	39	35	32	0.9869719078497553	0.8997236626268506	0.9465314889506807	0.47949152728490724	0.9846098071476633	397.0	0.042071197411003236	0.4925373134328358	0.5522388059701493	0.6119402985074627	0.417910447761194	0.5223880597014925
27	X401x492-2m1.xml	2	199	599	67	33	34	37	30	41	26	28	39	35	32	0.9869719078497553	0.8997236626268506	0.9465314889506807	0.47949152728490724	0.9846098071476633	399.0	0.043689320388349516	0.4925373134328358	0.5522388059701493	0.6119402985074627	0.417910447761194	0.5223880597014925
28	X401x492-2m1.xml	2	201	601	67	33	34	37	30	41	26	28	39	35	32	0.9869719078497553	0.8997236626268506	0.9465314889506807	0.47949152728490724	0.9846098071476633	401.0	0.045307443365695796	0.4925373134328358	0.5522388059701493	0.6119402985074627	0.417910447761194	0.5223880597014925
29	X401x492-2m1.xml	2	203	603	67	33	34	37	30	41	26	28	39	35	32	0.9869719078497553	0.8997236626268506	0.9465314889506807	0.47949152728490724	0.9846098071476633	403.0	0.04692556634304207	0.4925373134328358	0.5522388059701493	0.6119402985074627	0.417910447761194	0.5223880597014925
30	X401x492-2m1.xml	2	205	605	67	33	34	37	30	41	26	28	39	35	32	0.9869719078497553	0.8997236626268506	0.9465314889506807	0.47949152728490724	0.9846098071476633	405.0	0.04854368932038835	0.4925373134328358	0.5522388059701493	0.6119402985074627	0.417910447761194	0.5223880597014925
31	X401x492-2m1.xml	2	207	607	67	33	34	36	31	40	27	28	39	35	32	0.9869719078497553	0.9378636181727441	0.9465314889506807	0.47949152728490724	0.9846098071476633	407.0	0.05016181229773463	0.4925373134328358	0.5373134328358209	0.5970149253731343	0.417910447761194	0.5223880597014925
32	X401x492-2m1.xml	2	209	609	68	33	35	37	31	40	28	28	40	36	32	0.9869719078497553	0.9378636181727441	0.9465314889506807	0.47949152728490724	0.9846098071476633	409.0	0.05177993527508091	0.4852941176470588	0.5441176470588235	0.5882352941176471	0.4117647058823529	0.5294117647058824
33	X401x492-2m1.xml	2	211	611	66	32	34	35	31	38	28	28	38	36	30	0.9869719078497553	0.9378636181727441	0.9465314889506807	0.517860358085406	0.9536176172711037	411.0	0.05339805825242718	0.48484848484848486	0.5303030303030303	0.5757575757575758	0.42424242424242425	0.5454545454545454
34	X401x492-2m1.xml	2	213	613	65	32	33	35	30	37	28	27	38	36	29	0.9869719078497553	0.9378636181727441	0.9465314889506807	0.47949152728490724	0.9536176172711037	413.0	0.05501618122977346	0.49230769230769234	0.5384615384615384	0.5692307692307692	0.4153846153846154	0.5538461538461539
35	X401x492-2m1.xml	2	215	615	65	32	33	35	30	37	28	27	38	36	29	0.9869719078497553	0.9378636181727441	0.9465314889506807	0.47949152728490724	0.9536176172711037	415.0	0.05663430420711974	0.49230769230769234	0.5384615384615384	0.5692307692307692	0.4153846153846154	0.5538461538461539
36	X401x492-2m1.xml	2	217	617	65	31	34	36	29	37	28	28	37	37	28	0.9869719078497553	0.8997236626268506	0.9465314889506807	0.5522964066023183	0.9536176172711037	417.0	0.05825242718446602	0.47692307692307695	0.5538461538461539	0.5692307692307692	0.4307692307692308	0.5692307692307692
37	X401x492-2m1.xml	2	219	619	65	31	34	36	29	37	28	29	36	37	28	0.9869719078497553	0.8997236626268506	0.9465314889506807	0.6325581019419855	0.9536176172711037	419.0	0.059870550161812294	0.47692307692307695	0.5538461538461539	0.5692307692307692	0.4461538461538462	0.5692307692307692
38	X401x492-2m1.xml	2	221	621	65	31	34	36	29	37	28	29	36	37	28	0.9869719078497553	0.8997236626268506	0.9465314889506807	0.6325581019419855	0.9536176172711037	421.0	0.061488673139158574	0.47692307692307695	0.5538461538461539	0.5692307692307692	0.4461538461538462	0.5692307692307692
39	X401x492-2m1.xml	2	223	623	64	30	34	36	28	37	27	28	36	37	27	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.5804881754921256	0.9536176172711037	423.0	0.06310679611650485	0.46875	0.5625	0.578125	0.4375	0.578125
40	X401x492-2m1.xml	2	225	625	66	31	35	38	28	38	28	28	38	37	29	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.517860358085406	0.9536176172711037	425.0	0.06472491909385113	0.4696969696969697	0.5757575757575758	0.5757575757575758	0.42424242424242425	0.5606060606060606
41	X401x492-2m1.xml	2	227	627	68	31	37	39	29	39	29	30	38	39	29	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.5804881754921256	0.9536176172711037	427.0	0.06634304207119741	0.45588235294117646	0.5735294117647058	0.5735294117647058	0.4411764705882353	0.5735294117647058
42	X401x492-2m1.xml	2	229	629	68	31	37	39	29	39	29	30	38	39	29	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.5804881754921256	0.9536176172711037	429.0	0.06796116504854369	0.45588235294117646	0.5735294117647058	0.5735294117647058	0.4411764705882353	0.5735294117647058
43	X401x492-2m1.xml	2	231	631	68	31	37	39	29	39	29	30	38	39	29	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.5804881754921256	0.9536176172711037	431.0	0.06957928802588997	0.45588235294117646	0.5735294117647058	0.5735294117647058	0.4411764705882353	0.5735294117647058
44	X401x492-2m1.xml	2	233	633	68	31	37	39	29	39	29	30	38	39	29	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.5804881754921256	0.9536176172711037	433.0	0.07119741100323625	0.45588235294117646	0.5735294117647058	0.5735294117647058	0.4411764705882353	0.5735294117647058
45	X401x492-2m1.xml	2	235	635	68	31	37	39	29	39	29	30	38	39	29	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.5804881754921256	0.9536176172711037	435.0	0.07281553398058252	0.45588235294117646	0.5735294117647058	0.5735294117647058	0.4411764705882353	0.5735294117647058
46	X401x492-2m1.xml	2	237	637	68	31	37	39	29	39	29	30	38	39	29	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.5804881754921256	0.9536176172711037	437.0	0.0744336569579288	0.45588235294117646	0.5735294117647058	0.5735294117647058	0.4411764705882353	0.5735294117647058
47	X401x492-2m1.xml	2	239	639	68	31	37	39	29	39	29	30	38	39	29	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.5804881754921256	0.9536176172711037	439.0	0.07605177993527508	0.45588235294117646	0.5735294117647058	0.5735294117647058	0.4411764705882353	0.5735294117647058
48	X401x492-2m1.xml	2	241	641	69	31	38	40	29	39	30	30	39	40	29	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.5580989575006373	0.9536176172711037	441.0	0.07766990291262135	0.4492753623188406	0.5797101449275363	0.5652173913043478	0.43478260869565216	0.5797101449275363
49	X401x492-2m1.xml	2	243	643	69	31	38	40	29	39	30	30	39	40	29	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.5580989575006373	0.9536176172711037	443.0	0.07928802588996764	0.4492753623188406	0.5797101449275363	0.5652173913043478	0.43478260869565216	0.5797101449275363
50	X401x492-2m1.xml	2	245	645	69	31	38	40	29	39	30	30	39	40	29	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.5580989575006373	0.9536176172711037	445.0	0.08090614886731391	0.4492753623188406	0.5797101449275363	0.5652173913043478	0.43478260869565216	0.5797101449275363
51	X401x492-2m1.xml	2	247	647	69	31	38	40	29	39	30	30	39	40	29	0.9869719078497553	0.8955416392420035	0.9465314889506807	0.5580989575006373	0.9536176172711037	447.0	0.0825242718446602	0.4492753623188406	0.5797101449275363	0.5652173913043478	0.43478260869565216	0.5797101449275363
