	Step_Size	Window_Start	Window_End	Total_Kernels	Total_Fluor	Total_NonFluor	P-Value	Comparison	window_mean	Percent_Transmission
498	2	1141	1541	78	28	50	0.012738072274857468	< p = 0.05	1341.0	0.358974358974359
499	2	1143	1543	76	26	50	0.00590539153259325	< p = 0.05	1343.0	0.34210526315789475
500	2	1145	1545	76	26	50	0.00590539153259325	< p = 0.05	1345.0	0.34210526315789475
501	2	1147	1547	76	26	50	0.00590539153259325	< p = 0.05	1347.0	0.34210526315789475
502	2	1149	1549	76	26	50	0.00590539153259325	< p = 0.05	1349.0	0.34210526315789475
503	2	1151	1551	76	26	50	0.00590539153259325	< p = 0.05	1351.0	0.34210526315789475
504	2	1153	1553	76	26	50	0.00590539153259325	< p = 0.05	1353.0	0.34210526315789475
505	2	1155	1555	75	26	49	0.00791178868071145	< p = 0.05	1355.0	0.3466666666666667
506	2	1157	1557	76	26	50	0.00590539153259325	< p = 0.05	1357.0	0.34210526315789475
507	2	1159	1559	75	25	50	0.003892417122778637	< p = 0.05	1359.0	0.3333333333333333
508	2	1161	1561	77	26	51	0.00438548939209379	< p = 0.05	1361.0	0.33766233766233766
509	2	1163	1563	76	26	50	0.00590539153259325	< p = 0.05	1363.0	0.34210526315789475
510	2	1165	1565	77	26	51	0.00438548939209379	< p = 0.05	1365.0	0.33766233766233766
511	2	1167	1567	75	26	49	0.00791178868071145	< p = 0.05	1367.0	0.3466666666666667
512	2	1169	1569	75	26	49	0.00791178868071145	< p = 0.05	1369.0	0.3466666666666667
513	2	1171	1571	75	26	49	0.00791178868071145	< p = 0.05	1371.0	0.3466666666666667
514	2	1173	1573	75	26	49	0.00791178868071145	< p = 0.05	1373.0	0.3466666666666667
515	2	1175	1575	76	26	50	0.00590539153259325	< p = 0.05	1375.0	0.34210526315789475
516	2	1177	1577	77	27	50	0.008764828179775055	< p = 0.05	1377.0	0.35064935064935066
517	2	1179	1579	76	27	49	0.011616891434158384	< p = 0.05	1379.0	0.35526315789473684
518	2	1181	1581	77	27	50	0.008764828179775055	< p = 0.05	1381.0	0.35064935064935066
519	2	1183	1583	77	27	50	0.008764828179775055	< p = 0.05	1383.0	0.35064935064935066
520	2	1185	1585	77	27	50	0.008764828179775055	< p = 0.05	1385.0	0.35064935064935066
521	2	1187	1587	77	27	50	0.008764828179775055	< p = 0.05	1387.0	0.35064935064935066
522	2	1189	1589	78	27	51	0.006578413612826346	< p = 0.05	1389.0	0.34615384615384615
523	2	1191	1591	79	28	51	0.009661847869030578	< p = 0.05	1391.0	0.35443037974683544
524	2	1193	1593	79	29	50	0.01814310346496376	< p = 0.05	1393.0	0.3670886075949367
525	2	1195	1595	76	29	47	0.03894745574202525	< p = 0.05	1395.0	0.3815789473684211
526	2	1197	1597	76	29	47	0.03894745574202525	< p = 0.05	1397.0	0.3815789473684211
527	2	1199	1599	76	29	47	0.03894745574202525	< p = 0.05	1399.0	0.3815789473684211
528	2	1201	1601	77	29	48	0.030368472234254	< p = 0.05	1401.0	0.37662337662337664
529	2	1203	1603	76	28	48	0.021781462791119595	< p = 0.05	1403.0	0.3684210526315789
530	2	1205	1605	75	28	47	0.028240368733300433	< p = 0.05	1405.0	0.37333333333333335
531	2	1207	1607	76	28	48	0.021781462791119595	< p = 0.05	1407.0	0.3684210526315789
532	2	1209	1609	76	28	48	0.021781462791119595	< p = 0.05	1409.0	0.3684210526315789
533	2	1211	1611	75	28	47	0.028240368733300433	< p = 0.05	1411.0	0.37333333333333335
534	2	1213	1613	76	28	48	0.021781462791119595	< p = 0.05	1413.0	0.3684210526315789
535	2	1215	1615	76	28	48	0.021781462791119595	< p = 0.05	1415.0	0.3684210526315789
536	2	1217	1617	76	28	48	0.021781462791119595	< p = 0.05	1417.0	0.3684210526315789
537	2	1219	1619	76	28	48	0.021781462791119595	< p = 0.05	1419.0	0.3684210526315789
538	2	1221	1621	76	28	48	0.021781462791119595	< p = 0.05	1421.0	0.3684210526315789
539	2	1223	1623	76	27	49	0.011616891434158384	< p = 0.05	1423.0	0.35526315789473684
540	2	1225	1625	76	27	49	0.011616891434158384	< p = 0.05	1425.0	0.35526315789473684
541	2	1227	1627	76	27	49	0.011616891434158384	< p = 0.05	1427.0	0.35526315789473684
542	2	1229	1629	75	26	49	0.00791178868071145	< p = 0.05	1429.0	0.3466666666666667
543	2	1231	1631	73	26	47	0.013976605613143227	< p = 0.05	1431.0	0.3561643835616438
544	2	1233	1633	74	27	47	0.020074485544009153	< p = 0.05	1433.0	0.36486486486486486
545	2	1235	1635	74	27	47	0.020074485544009153	< p = 0.05	1435.0	0.36486486486486486
546	2	1237	1637	74	27	47	0.020074485544009153	< p = 0.05	1437.0	0.36486486486486486
547	2	1239	1639	73	26	47	0.013976605613143227	< p = 0.05	1439.0	0.3561643835616438
548	2	1241	1641	73	26	47	0.013976605613143227	< p = 0.05	1441.0	0.3561643835616438
549	2	1243	1643	73	26	47	0.013976605613143227	< p = 0.05	1443.0	0.3561643835616438
550	2	1245	1645	73	26	47	0.013976605613143227	< p = 0.05	1445.0	0.3561643835616438
551	2	1247	1647	74	26	48	0.010544330566972708	< p = 0.05	1447.0	0.35135135135135137
552	2	1249	1649	74	26	48	0.010544330566972708	< p = 0.05	1449.0	0.35135135135135137
553	2	1251	1651	74	26	48	0.010544330566972708	< p = 0.05	1451.0	0.35135135135135137
554	2	1253	1653	73	25	48	0.007103636399742147	< p = 0.05	1453.0	0.3424657534246575
555	2	1255	1655	74	26	48	0.010544330566972708	< p = 0.05	1455.0	0.35135135135135137
556	2	1257	1657	75	27	48	0.015313821713432032	< p = 0.05	1457.0	0.36
557	2	1259	1659	75	27	48	0.015313821713432032	< p = 0.05	1459.0	0.36
558	2	1261	1661	75	27	48	0.015313821713432032	< p = 0.05	1461.0	0.36
559	2	1263	1663	74	26	48	0.010544330566972708	< p = 0.05	1463.0	0.35135135135135137
560	2	1265	1665	75	26	49	0.00791178868071145	< p = 0.05	1465.0	0.3466666666666667
561	2	1267	1667	75	26	49	0.00791178868071145	< p = 0.05	1467.0	0.3466666666666667
562	2	1269	1669	77	26	51	0.00438548939209379	< p = 0.05	1469.0	0.33766233766233766
563	2	1271	1671	76	25	51	0.002859938208464095	< p = 0.05	1471.0	0.32894736842105265
564	2	1273	1673	76	25	51	0.002859938208464095	< p = 0.05	1473.0	0.32894736842105265
565	2	1275	1675	73	24	49	0.003433192854701816	< p = 0.05	1475.0	0.3287671232876712
566	2	1277	1677	72	23	49	0.0021830447373622493	< p = 0.05	1477.0	0.3194444444444444
567	2	1279	1679	74	23	51	0.0011341876606696907	< p = 0.05	1479.0	0.3108108108108108
568	2	1281	1681	74	23	51	0.0011341876606696907	< p = 0.05	1481.0	0.3108108108108108
569	2	1283	1683	74	23	51	0.0011341876606696907	< p = 0.05	1483.0	0.3108108108108108
570	2	1285	1685	73	23	50	0.0015770905736755515	< p = 0.05	1485.0	0.3150684931506849
571	2	1287	1687	74	24	50	0.0025074693935343085	< p = 0.05	1487.0	0.32432432432432434
572	2	1289	1689	74	24	50	0.0025074693935343085	< p = 0.05	1489.0	0.32432432432432434
573	2	1291	1691	73	24	49	0.003433192854701816	< p = 0.05	1491.0	0.3287671232876712
574	2	1293	1693	73	24	49	0.003433192854701816	< p = 0.05	1493.0	0.3287671232876712
575	2	1295	1695	73	24	49	0.003433192854701816	< p = 0.05	1495.0	0.3287671232876712
576	2	1297	1697	72	24	48	0.004677734981047276	< p = 0.05	1497.0	0.3333333333333333
577	2	1299	1699	72	24	48	0.004677734981047276	< p = 0.05	1499.0	0.3333333333333333
578	2	1301	1701	72	24	48	0.004677734981047276	< p = 0.05	1501.0	0.3333333333333333
579	2	1303	1703	72	24	48	0.004677734981047276	< p = 0.05	1503.0	0.3333333333333333
580	2	1305	1705	72	24	48	0.004677734981047276	< p = 0.05	1505.0	0.3333333333333333
581	2	1307	1707	72	24	48	0.004677734981047276	< p = 0.05	1507.0	0.3333333333333333
582	2	1309	1709	71	24	47	0.006341163434776323	< p = 0.05	1509.0	0.3380281690140845
583	2	1311	1711	71	24	47	0.006341163434776323	< p = 0.05	1511.0	0.3380281690140845
584	2	1313	1713	71	24	47	0.006341163434776323	< p = 0.05	1513.0	0.3380281690140845
585	2	1315	1715	70	24	46	0.00855097923712532	< p = 0.05	1515.0	0.34285714285714286
586	2	1317	1717	71	25	46	0.012693970055273028	< p = 0.05	1517.0	0.352112676056338
587	2	1319	1719	71	25	46	0.012693970055273028	< p = 0.05	1519.0	0.352112676056338
588	2	1321	1721	71	25	46	0.012693970055273028	< p = 0.05	1521.0	0.352112676056338
589	2	1323	1723	71	25	46	0.012693970055273028	< p = 0.05	1523.0	0.352112676056338
590	2	1325	1725	71	25	46	0.012693970055273028	< p = 0.05	1525.0	0.352112676056338
591	2	1327	1727	73	26	47	0.013976605613143227	< p = 0.05	1527.0	0.3561643835616438
592	2	1329	1729	73	26	47	0.013976605613143227	< p = 0.05	1529.0	0.3561643835616438
593	2	1331	1731	73	26	47	0.013976605613143227	< p = 0.05	1531.0	0.3561643835616438
594	2	1333	1733	72	26	46	0.01842212545409897	< p = 0.05	1533.0	0.3611111111111111
595	2	1335	1735	70	25	45	0.01682740948275682	< p = 0.05	1535.0	0.35714285714285715
596	2	1337	1737	70	25	45	0.01682740948275682	< p = 0.05	1537.0	0.35714285714285715
597	2	1339	1739	70	25	45	0.01682740948275682	< p = 0.05	1539.0	0.35714285714285715
598	2	1341	1741	70	25	45	0.01682740948275682	< p = 0.05	1541.0	0.35714285714285715
599	2	1343	1743	71	26	45	0.02414053862843872	< p = 0.05	1543.0	0.36619718309859156
600	2	1345	1745	71	26	45	0.02414053862843872	< p = 0.05	1545.0	0.36619718309859156
601	2	1347	1747	71	26	45	0.02414053862843872	< p = 0.05	1547.0	0.36619718309859156
602	2	1349	1749	71	26	45	0.02414053862843872	< p = 0.05	1549.0	0.36619718309859156
603	2	1351	1751	71	26	45	0.02414053862843872	< p = 0.05	1551.0	0.36619718309859156
604	2	1353	1753	71	26	45	0.02414053862843872	< p = 0.05	1553.0	0.36619718309859156
605	2	1355	1755	70	26	44	0.03144373454589242	< p = 0.05	1555.0	0.37142857142857144
606	2	1357	1757	70	26	44	0.03144373454589242	< p = 0.05	1557.0	0.37142857142857144
607	2	1359	1759	69	26	43	0.040701354556118174	< p = 0.05	1559.0	0.37681159420289856
608	2	1361	1761	69	26	43	0.040701354556118174	< p = 0.05	1561.0	0.37681159420289856
609	2	1363	1763	67	26	41	0.0668707601224649	> p = 0.05	1563.0	0.3880597014925373
610	2	1365	1765	67	26	41	0.0668707601224649	> p = 0.05	1565.0	0.3880597014925373
611	2	1367	1767	65	26	39	0.10686371499337913	> p = 0.05	1567.0	0.4
612	2	1369	1769	66	26	40	0.08483774479657069	> p = 0.05	1569.0	0.3939393939393939
613	2	1371	1771	65	26	39	0.10686371499337913	> p = 0.05	1571.0	0.4
614	2	1373	1773	65	26	39	0.10686371499337913	> p = 0.05	1573.0	0.4
615	2	1375	1775	65	25	40	0.06281184751609843	> p = 0.05	1575.0	0.38461538461538464
616	2	1377	1777	66	26	40	0.08483774479657069	> p = 0.05	1577.0	0.3939393939393939
617	2	1379	1779	66	26	40	0.08483774479657069	> p = 0.05	1579.0	0.3939393939393939
618	2	1381	1781	67	26	41	0.0668707601224649	> p = 0.05	1581.0	0.3880597014925373
