	File	Step_Size	Window_Start	Window_End	Total_Kernels	Total_Fluor	Total_NonFluor	P-Value	Comparison	window_mean	Normalized_Window_Mean	Percent_Transmission
585	X401x492-2m1.xml	2	445	845	76	6	70	2.115235616495477e-13	< p = 0.05	645.0	0.24271844660194175	0.07894736842105263
586	X401x492-2m1.xml	2	447	847	75	6	69	3.474139534229094e-13	< p = 0.05	647.0	0.24433656957928804	0.08
587	X401x492-2m1.xml	2	449	849	76	6	70	2.115235616495477e-13	< p = 0.05	649.0	0.2459546925566343	0.07894736842105263
588	X401x492-2m1.xml	2	451	851	76	6	70	2.115235616495477e-13	< p = 0.05	651.0	0.24757281553398058	0.07894736842105263
589	X401x492-2m1.xml	2	453	853	76	6	70	2.115235616495477e-13	< p = 0.05	653.0	0.24919093851132687	0.07894736842105263
590	X401x492-2m1.xml	2	455	855	78	6	72	7.836990996709996e-14	< p = 0.05	655.0	0.25080906148867316	0.07692307692307693
591	X401x492-2m1.xml	2	457	857	77	6	71	1.287631627978525e-13	< p = 0.05	657.0	0.2524271844660194	0.07792207792207792
592	X401x492-2m1.xml	2	459	859	76	6	70	2.115235616495477e-13	< p = 0.05	659.0	0.2540453074433657	0.07894736842105263
593	X401x492-2m1.xml	2	461	861	76	6	70	2.115235616495477e-13	< p = 0.05	661.0	0.255663430420712	0.07894736842105263
594	X401x492-2m1.xml	2	463	863	76	6	70	2.115235616495477e-13	< p = 0.05	663.0	0.25728155339805825	0.07894736842105263
595	X401x492-2m1.xml	2	465	865	75	6	69	3.474139534229094e-13	< p = 0.05	665.0	0.2588996763754045	0.08
596	X401x492-2m1.xml	2	467	867	75	6	69	3.474139534229094e-13	< p = 0.05	667.0	0.2605177993527508	0.08
597	X401x492-2m1.xml	2	469	869	75	6	69	3.474139534229094e-13	< p = 0.05	669.0	0.2621359223300971	0.08
598	X401x492-2m1.xml	2	471	871	76	6	70	2.115235616495477e-13	< p = 0.05	671.0	0.26375404530744334	0.07894736842105263
599	X401x492-2m1.xml	2	473	873	76	6	70	2.115235616495477e-13	< p = 0.05	673.0	0.26537216828478966	0.07894736842105263
600	X401x492-2m1.xml	2	475	875	77	6	71	1.287631627978525e-13	< p = 0.05	675.0	0.2669902912621359	0.07792207792207792
601	X401x492-2m1.xml	2	477	877	79	6	73	4.7690858411567326e-14	< p = 0.05	677.0	0.2686084142394822	0.0759493670886076
602	X401x492-2m1.xml	2	479	879	77	6	71	1.287631627978525e-13	< p = 0.05	679.0	0.2702265372168285	0.07792207792207792
603	X401x492-2m1.xml	2	481	881	77	6	71	1.287631627978525e-13	< p = 0.05	681.0	0.27184466019417475	0.07792207792207792
604	X401x492-2m1.xml	2	483	883	77	6	71	1.287631627978525e-13	< p = 0.05	683.0	0.27346278317152106	0.07792207792207792
605	X401x492-2m1.xml	2	485	885	78	6	72	7.836990996709996e-14	< p = 0.05	685.0	0.2750809061488673	0.07692307692307693
606	X401x492-2m1.xml	2	487	887	78	6	72	7.836990996709996e-14	< p = 0.05	687.0	0.2766990291262136	0.07692307692307693
607	X401x492-2m1.xml	2	489	889	78	6	72	7.836990996709996e-14	< p = 0.05	689.0	0.2783171521035599	0.07692307692307693
608	X401x492-2m1.xml	2	491	891	79	6	73	4.7690858411567326e-14	< p = 0.05	691.0	0.27993527508090615	0.0759493670886076
609	X401x492-2m1.xml	2	493	893	79	6	73	4.7690858411567326e-14	< p = 0.05	693.0	0.2815533980582524	0.0759493670886076
610	X401x492-2m1.xml	2	495	895	80	7	73	1.5945369908213813e-13	< p = 0.05	695.0	0.28317152103559873	0.0875
611	X401x492-2m1.xml	2	497	897	79	7	72	2.611042662760447e-13	< p = 0.05	697.0	0.284789644012945	0.08860759493670886
612	X401x492-2m1.xml	2	499	899	79	7	72	2.611042662760447e-13	< p = 0.05	699.0	0.28640776699029125	0.08860759493670886
613	X401x492-2m1.xml	2	501	901	79	7	72	2.611042662760447e-13	< p = 0.05	701.0	0.28802588996763756	0.08860759493670886
614	X401x492-2m1.xml	2	503	903	78	7	71	4.274487840370112e-13	< p = 0.05	703.0	0.2896440129449838	0.08974358974358974
615	X401x492-2m1.xml	2	505	905	78	7	71	4.274487840370112e-13	< p = 0.05	705.0	0.2912621359223301	0.08974358974358974
616	X401x492-2m1.xml	2	507	907	78	7	71	4.274487840370112e-13	< p = 0.05	707.0	0.2928802588996764	0.08974358974358974
617	X401x492-2m1.xml	2	509	909	78	7	71	4.274487840370112e-13	< p = 0.05	709.0	0.29449838187702265	0.08974358974358974
618	X401x492-2m1.xml	2	511	911	78	7	71	4.274487840370112e-13	< p = 0.05	711.0	0.2961165048543689	0.08974358974358974
619	X401x492-2m1.xml	2	513	913	78	7	71	4.274487840370112e-13	< p = 0.05	713.0	0.2977346278317152	0.08974358974358974
620	X401x492-2m1.xml	2	515	915	78	7	71	4.274487840370112e-13	< p = 0.05	715.0	0.2993527508090615	0.08974358974358974
621	X401x492-2m1.xml	2	517	917	79	7	72	2.611042662760447e-13	< p = 0.05	717.0	0.30097087378640774	0.08860759493670886
622	X401x492-2m1.xml	2	519	919	79	7	72	2.611042662760447e-13	< p = 0.05	719.0	0.30258899676375406	0.08860759493670886
623	X401x492-2m1.xml	2	521	921	79	7	72	2.611042662760447e-13	< p = 0.05	721.0	0.3042071197411003	0.08860759493670886
624	X401x492-2m1.xml	2	523	923	79	7	72	2.611042662760447e-13	< p = 0.05	723.0	0.3058252427184466	0.08860759493670886
625	X401x492-2m1.xml	2	525	925	79	7	72	2.611042662760447e-13	< p = 0.05	725.0	0.3074433656957929	0.08860759493670886
626	X401x492-2m1.xml	2	527	927	77	7	70	6.995847403238199e-13	< p = 0.05	727.0	0.30906148867313915	0.09090909090909091
627	X401x492-2m1.xml	2	529	929	79	7	72	2.611042662760447e-13	< p = 0.05	729.0	0.3106796116504854	0.08860759493670886
628	X401x492-2m1.xml	2	531	931	78	6	72	7.836990996709996e-14	< p = 0.05	731.0	0.3122977346278317	0.07692307692307693
629	X401x492-2m1.xml	2	533	933	78	6	72	7.836990996709996e-14	< p = 0.05	733.0	0.313915857605178	0.07692307692307693
630	X401x492-2m1.xml	2	535	935	77	6	71	1.287631627978525e-13	< p = 0.05	735.0	0.3155339805825243	0.07792207792207792
631	X401x492-2m1.xml	2	537	937	79	6	73	4.7690858411567326e-14	< p = 0.05	737.0	0.31715210355987056	0.0759493670886076
632	X401x492-2m1.xml	2	539	939	79	6	73	4.7690858411567326e-14	< p = 0.05	739.0	0.3187702265372168	0.0759493670886076
633	X401x492-2m1.xml	2	541	941	80	6	74	2.901697212562876e-14	< p = 0.05	741.0	0.32038834951456313	0.075
634	X401x492-2m1.xml	2	543	943	80	6	74	2.901697212562876e-14	< p = 0.05	743.0	0.3220064724919094	0.075
635	X401x492-2m1.xml	2	545	945	81	6	75	1.765237432090714e-14	< p = 0.05	745.0	0.32362459546925565	0.07407407407407407
636	X401x492-2m1.xml	2	547	947	82	6	76	1.0737199381318221e-14	< p = 0.05	747.0	0.32524271844660196	0.07317073170731707
637	X401x492-2m1.xml	2	549	949	83	6	77	6.530078341105824e-15	< p = 0.05	749.0	0.3268608414239482	0.07228915662650602
638	X401x492-2m1.xml	2	551	951	83	6	77	6.530078341105824e-15	< p = 0.05	751.0	0.3284789644012945	0.07228915662650602
639	X401x492-2m1.xml	2	553	953	84	6	78	3.970889003937266e-15	< p = 0.05	753.0	0.3300970873786408	0.07142857142857142
640	X401x492-2m1.xml	2	555	955	84	6	78	3.970889003937266e-15	< p = 0.05	755.0	0.33171521035598706	0.07142857142857142
641	X401x492-2m1.xml	2	557	957	84	6	78	3.970889003937266e-15	< p = 0.05	757.0	0.3333333333333333	0.07142857142857142
642	X401x492-2m1.xml	2	559	959	82	6	76	1.0737199381318221e-14	< p = 0.05	759.0	0.33495145631067963	0.07317073170731707
643	X401x492-2m1.xml	2	561	961	82	6	76	1.0737199381318221e-14	< p = 0.05	761.0	0.3365695792880259	0.07317073170731707
644	X401x492-2m1.xml	2	563	963	81	6	75	1.765237432090714e-14	< p = 0.05	763.0	0.33818770226537215	0.07407407407407407
645	X401x492-2m1.xml	2	565	965	80	6	74	2.901697212562876e-14	< p = 0.05	765.0	0.33980582524271846	0.075
646	X401x492-2m1.xml	2	567	967	79	6	73	4.7690858411567326e-14	< p = 0.05	767.0	0.3414239482200647	0.0759493670886076
647	X401x492-2m1.xml	2	569	969	80	6	74	2.901697212562876e-14	< p = 0.05	769.0	0.343042071197411	0.075
648	X401x492-2m1.xml	2	571	971	80	6	74	2.901697212562876e-14	< p = 0.05	771.0	0.3446601941747573	0.075
649	X401x492-2m1.xml	2	573	973	80	6	74	2.901697212562876e-14	< p = 0.05	773.0	0.34627831715210355	0.075
650	X401x492-2m1.xml	2	575	975	81	6	75	1.765237432090714e-14	< p = 0.05	775.0	0.3478964401294498	0.07407407407407407
651	X401x492-2m1.xml	2	577	977	81	6	75	1.765237432090714e-14	< p = 0.05	777.0	0.34951456310679613	0.07407407407407407
652	X401x492-2m1.xml	2	579	979	81	6	75	1.765237432090714e-14	< p = 0.05	779.0	0.3511326860841424	0.07407407407407407
653	X401x492-2m1.xml	2	581	981	80	6	74	2.901697212562876e-14	< p = 0.05	781.0	0.35275080906148865	0.075
654	X401x492-2m1.xml	2	583	983	78	5	73	1.3661695529943512e-14	< p = 0.05	783.0	0.35436893203883496	0.0641025641025641
655	X401x492-2m1.xml	2	585	985	80	5	75	5.02685615374105e-15	< p = 0.05	785.0	0.3559870550161812	0.0625
656	X401x492-2m1.xml	2	587	987	80	5	75	5.02685615374105e-15	< p = 0.05	787.0	0.35760517799352753	0.0625
657	X401x492-2m1.xml	2	589	989	80	5	75	5.02685615374105e-15	< p = 0.05	789.0	0.3592233009708738	0.0625
658	X401x492-2m1.xml	2	591	991	80	5	75	5.02685615374105e-15	< p = 0.05	791.0	0.36084142394822005	0.0625
659	X401x492-2m1.xml	2	593	993	81	5	76	3.0488881880005568e-15	< p = 0.05	793.0	0.36245954692556637	0.06172839506172839
660	X401x492-2m1.xml	2	595	995	81	5	76	3.0488881880005568e-15	< p = 0.05	795.0	0.3640776699029126	0.06172839506172839
661	X401x492-2m1.xml	2	597	997	82	5	77	1.8490760597155742e-15	< p = 0.05	797.0	0.3656957928802589	0.06097560975609756
662	X401x492-2m1.xml	2	599	999	82	5	77	1.8490760597155742e-15	< p = 0.05	799.0	0.3673139158576052	0.06097560975609756
663	X401x492-2m1.xml	2	601	1001	83	5	78	1.1213412693159982e-15	< p = 0.05	801.0	0.36893203883495146	0.060240963855421686
664	X401x492-2m1.xml	2	603	1003	83	5	78	1.1213412693159982e-15	< p = 0.05	803.0	0.3705501618122977	0.060240963855421686
665	X401x492-2m1.xml	2	605	1005	84	5	79	6.799735547341735e-16	< p = 0.05	805.0	0.37216828478964403	0.05952380952380952
666	X401x492-2m1.xml	2	607	1007	83	5	78	1.1213412693159982e-15	< p = 0.05	807.0	0.3737864077669903	0.060240963855421686
667	X401x492-2m1.xml	2	609	1009	82	5	77	1.8490760597155742e-15	< p = 0.05	809.0	0.37540453074433655	0.06097560975609756
668	X401x492-2m1.xml	2	611	1011	83	5	78	1.1213412693159982e-15	< p = 0.05	811.0	0.37702265372168287	0.060240963855421686
669	X401x492-2m1.xml	2	613	1013	83	5	78	1.1213412693159982e-15	< p = 0.05	813.0	0.3786407766990291	0.060240963855421686
670	X401x492-2m1.xml	2	615	1015	83	5	78	1.1213412693159982e-15	< p = 0.05	815.0	0.3802588996763754	0.060240963855421686
671	X401x492-2m1.xml	2	617	1017	82	5	77	1.8490760597155742e-15	< p = 0.05	817.0	0.3818770226537217	0.06097560975609756
672	X401x492-2m1.xml	2	619	1019	81	5	76	3.0488881880005568e-15	< p = 0.05	819.0	0.38349514563106796	0.06172839506172839
673	X401x492-2m1.xml	2	621	1021	82	5	77	1.8490760597155742e-15	< p = 0.05	821.0	0.3851132686084142	0.06097560975609756
674	X401x492-2m1.xml	2	623	1023	82	5	77	1.8490760597155742e-15	< p = 0.05	823.0	0.38673139158576053	0.06097560975609756
675	X401x492-2m1.xml	2	625	1025	81	5	76	3.0488881880005568e-15	< p = 0.05	825.0	0.3883495145631068	0.06172839506172839
676	X401x492-2m1.xml	2	627	1027	80	5	75	5.02685615374105e-15	< p = 0.05	827.0	0.38996763754045305	0.0625
677	X401x492-2m1.xml	2	629	1029	81	5	76	3.0488881880005568e-15	< p = 0.05	829.0	0.39158576051779936	0.06172839506172839
678	X401x492-2m1.xml	2	631	1031	81	5	76	3.0488881880005568e-15	< p = 0.05	831.0	0.3932038834951456	0.06172839506172839
679	X401x492-2m1.xml	2	633	1033	82	5	77	1.8490760597155742e-15	< p = 0.05	833.0	0.3948220064724919	0.06097560975609756
680	X401x492-2m1.xml	2	635	1035	82	5	77	1.8490760597155742e-15	< p = 0.05	835.0	0.3964401294498382	0.06097560975609756
681	X401x492-2m1.xml	2	637	1037	82	5	77	1.8490760597155742e-15	< p = 0.05	837.0	0.39805825242718446	0.06097560975609756
682	X401x492-2m1.xml	2	639	1039	82	5	77	1.8490760597155742e-15	< p = 0.05	839.0	0.39967637540453077	0.06097560975609756
683	X401x492-2m1.xml	2	641	1041	81	5	76	3.0488881880005568e-15	< p = 0.05	841.0	0.40129449838187703	0.06172839506172839
684	X401x492-2m1.xml	2	643	1043	82	5	77	1.8490760597155742e-15	< p = 0.05	843.0	0.4029126213592233	0.06097560975609756
685	X401x492-2m1.xml	2	645	1045	84	5	79	6.799735547341735e-16	< p = 0.05	845.0	0.4045307443365696	0.05952380952380952
686	X401x492-2m1.xml	2	647	1047	85	5	80	4.1230517372857194e-16	< p = 0.05	847.0	0.40614886731391586	0.058823529411764705
687	X401x492-2m1.xml	2	649	1049	85	6	79	2.4143568444669768e-15	< p = 0.05	849.0	0.4077669902912621	0.07058823529411765
688	X401x492-2m1.xml	2	651	1051	85	6	79	2.4143568444669768e-15	< p = 0.05	851.0	0.40938511326860844	0.07058823529411765
689	X401x492-2m1.xml	2	653	1053	86	6	80	1.4677827667357818e-15	< p = 0.05	853.0	0.4110032362459547	0.06976744186046512
690	X401x492-2m1.xml	2	655	1055	86	6	80	1.4677827667357818e-15	< p = 0.05	855.0	0.41262135922330095	0.06976744186046512
691	X401x492-2m1.xml	2	657	1057	86	6	80	1.4677827667357818e-15	< p = 0.05	857.0	0.41423948220064727	0.06976744186046512
692	X401x492-2m1.xml	2	659	1059	86	6	80	1.4677827667357818e-15	< p = 0.05	859.0	0.41585760517799353	0.06976744186046512
693	X401x492-2m1.xml	2	661	1061	88	6	82	5.422889490378968e-16	< p = 0.05	861.0	0.4174757281553398	0.06818181818181818
694	X401x492-2m1.xml	2	663	1063	88	6	82	5.422889490378968e-16	< p = 0.05	863.0	0.4190938511326861	0.06818181818181818
695	X401x492-2m1.xml	2	665	1065	88	6	82	5.422889490378968e-16	< p = 0.05	865.0	0.42071197411003236	0.06818181818181818
696	X401x492-2m1.xml	2	667	1067	88	6	82	5.422889490378968e-16	< p = 0.05	867.0	0.4223300970873786	0.06818181818181818
697	X401x492-2m1.xml	2	669	1069	88	6	82	5.422889490378968e-16	< p = 0.05	869.0	0.42394822006472493	0.06818181818181818
698	X401x492-2m1.xml	2	671	1071	88	6	82	5.422889490378968e-16	< p = 0.05	871.0	0.4255663430420712	0.06818181818181818
699	X401x492-2m1.xml	2	673	1073	88	6	82	5.422889490378968e-16	< p = 0.05	873.0	0.42718446601941745	0.06818181818181818
700	X401x492-2m1.xml	2	675	1075	87	6	81	8.922177690267467e-16	< p = 0.05	875.0	0.42880258899676377	0.06896551724137931
701	X401x492-2m1.xml	2	677	1077	86	5	81	2.4998812545585953e-16	< p = 0.05	877.0	0.43042071197411	0.05813953488372093
702	X401x492-2m1.xml	2	679	1079	86	5	81	2.4998812545585953e-16	< p = 0.05	879.0	0.4320388349514563	0.05813953488372093
703	X401x492-2m1.xml	2	681	1081	85	5	80	4.1230517372857194e-16	< p = 0.05	881.0	0.4336569579288026	0.058823529411764705
704	X401x492-2m1.xml	2	683	1083	86	5	81	2.4998812545585953e-16	< p = 0.05	883.0	0.43527508090614886	0.05813953488372093
705	X401x492-2m1.xml	2	685	1085	86	5	81	2.4998812545585953e-16	< p = 0.05	885.0	0.4368932038834951	0.05813953488372093
706	X401x492-2m1.xml	2	687	1087	85	5	80	4.1230517372857194e-16	< p = 0.05	887.0	0.43851132686084143	0.058823529411764705
707	X401x492-2m1.xml	2	689	1089	85	5	80	4.1230517372857194e-16	< p = 0.05	889.0	0.4401294498381877	0.058823529411764705
708	X401x492-2m1.xml	2	691	1091	83	5	78	1.1213412693159982e-15	< p = 0.05	891.0	0.441747572815534	0.060240963855421686
709	X401x492-2m1.xml	2	693	1093	81	5	76	3.0488881880005568e-15	< p = 0.05	893.0	0.44336569579288027	0.06172839506172839
710	X401x492-2m1.xml	2	695	1095	81	5	76	3.0488881880005568e-15	< p = 0.05	895.0	0.4449838187702265	0.06172839506172839
711	X401x492-2m1.xml	2	697	1097	81	5	76	3.0488881880005568e-15	< p = 0.05	897.0	0.44660194174757284	0.06172839506172839
712	X401x492-2m1.xml	2	699	1099	82	5	77	1.8490760597155742e-15	< p = 0.05	899.0	0.4482200647249191	0.06097560975609756
713	X401x492-2m1.xml	2	701	1101	83	5	78	1.1213412693159982e-15	< p = 0.05	901.0	0.44983818770226536	0.060240963855421686
714	X401x492-2m1.xml	2	703	1103	82	5	77	1.8490760597155742e-15	< p = 0.05	903.0	0.45145631067961167	0.06097560975609756
715	X401x492-2m1.xml	2	705	1105	82	5	77	1.8490760597155742e-15	< p = 0.05	905.0	0.45307443365695793	0.06097560975609756
716	X401x492-2m1.xml	2	707	1107	83	6	77	6.530078341105824e-15	< p = 0.05	907.0	0.4546925566343042	0.07228915662650602
717	X401x492-2m1.xml	2	709	1109	83	6	77	6.530078341105824e-15	< p = 0.05	909.0	0.4563106796116505	0.07228915662650602
718	X401x492-2m1.xml	2	711	1111	83	6	77	6.530078341105824e-15	< p = 0.05	911.0	0.45792880258899676	0.07228915662650602
719	X401x492-2m1.xml	2	713	1113	84	6	78	3.970889003937266e-15	< p = 0.05	913.0	0.459546925566343	0.07142857142857142
720	X401x492-2m1.xml	2	715	1115	84	6	78	3.970889003937266e-15	< p = 0.05	915.0	0.46116504854368934	0.07142857142857142
721	X401x492-2m1.xml	2	717	1117	85	7	78	1.3497247100572006e-14	< p = 0.05	917.0	0.4627831715210356	0.08235294117647059
722	X401x492-2m1.xml	2	719	1119	85	7	78	1.3497247100572006e-14	< p = 0.05	919.0	0.46440129449838186	0.08235294117647059
723	X401x492-2m1.xml	2	721	1121	86	7	79	8.231808356348022e-15	< p = 0.05	921.0	0.46601941747572817	0.08139534883720931
724	X401x492-2m1.xml	2	723	1123	85	7	78	1.3497247100572006e-14	< p = 0.05	923.0	0.46763754045307443	0.08235294117647059
725	X401x492-2m1.xml	2	725	1125	86	8	78	4.4099612067271745e-14	< p = 0.05	925.0	0.4692556634304207	0.09302325581395349
726	X401x492-2m1.xml	2	727	1127	86	8	78	4.4099612067271745e-14	< p = 0.05	927.0	0.470873786407767	0.09302325581395349
727	X401x492-2m1.xml	2	729	1129	87	8	79	2.6988865519036968e-14	< p = 0.05	929.0	0.47249190938511326	0.09195402298850575
728	X401x492-2m1.xml	2	731	1131	87	8	79	2.6988865519036968e-14	< p = 0.05	931.0	0.4741100323624595	0.09195402298850575
729	X401x492-2m1.xml	2	733	1133	88	8	80	1.6512753109844268e-14	< p = 0.05	933.0	0.47572815533980584	0.09090909090909091
730	X401x492-2m1.xml	2	735	1135	87	8	79	2.6988865519036968e-14	< p = 0.05	935.0	0.4773462783171521	0.09195402298850575
731	X401x492-2m1.xml	2	737	1137	85	8	77	7.203865304395824e-14	< p = 0.05	937.0	0.47896440129449835	0.09411764705882353
732	X401x492-2m1.xml	2	739	1139	86	8	78	4.4099612067271745e-14	< p = 0.05	939.0	0.48058252427184467	0.09302325581395349
733	X401x492-2m1.xml	2	741	1141	86	9	77	2.2568177121722568e-13	< p = 0.05	941.0	0.48220064724919093	0.10465116279069768
734	X401x492-2m1.xml	2	743	1143	87	10	77	6.812130158529087e-13	< p = 0.05	943.0	0.48381877022653724	0.11494252873563218
735	X401x492-2m1.xml	2	745	1145	86	10	76	1.1033106352701275e-12	< p = 0.05	945.0	0.4854368932038835	0.11627906976744186
736	X401x492-2m1.xml	2	747	1147	85	10	75	1.7860961109805938e-12	< p = 0.05	947.0	0.48705501618122976	0.11764705882352941
737	X401x492-2m1.xml	2	749	1149	85	10	75	1.7860961109805938e-12	< p = 0.05	949.0	0.4886731391585761	0.11764705882352941
738	X401x492-2m1.xml	2	751	1151	84	10	74	2.8899902477129196e-12	< p = 0.05	951.0	0.49029126213592233	0.11904761904761904
739	X401x492-2m1.xml	2	753	1153	85	10	75	1.7860961109805938e-12	< p = 0.05	953.0	0.4919093851132686	0.11764705882352941
740	X401x492-2m1.xml	2	755	1155	84	10	74	2.8899902477129196e-12	< p = 0.05	955.0	0.4935275080906149	0.11904761904761904
741	X401x492-2m1.xml	2	757	1157	84	10	74	2.8899902477129196e-12	< p = 0.05	957.0	0.49514563106796117	0.11904761904761904
742	X401x492-2m1.xml	2	759	1159	84	11	73	1.3353534438911957e-11	< p = 0.05	959.0	0.4967637540453074	0.13095238095238096
743	X401x492-2m1.xml	2	761	1161	85	11	74	8.297770952921056e-12	< p = 0.05	961.0	0.49838187702265374	0.12941176470588237
744	X401x492-2m1.xml	2	763	1163	85	11	74	8.297770952921056e-12	< p = 0.05	963.0	0.5	0.12941176470588237
745	X401x492-2m1.xml	2	765	1165	85	11	74	8.297770952921056e-12	< p = 0.05	965.0	0.5016181229773463	0.12941176470588237
746	X401x492-2m1.xml	2	767	1167	86	11	75	5.152969348806709e-12	< p = 0.05	967.0	0.5032362459546925	0.12790697674418605
747	X401x492-2m1.xml	2	769	1169	86	11	75	5.152969348806709e-12	< p = 0.05	969.0	0.5048543689320388	0.12790697674418605
748	X401x492-2m1.xml	2	771	1171	86	11	75	5.152969348806709e-12	< p = 0.05	971.0	0.5064724919093851	0.12790697674418605
749	X401x492-2m1.xml	2	773	1173	86	11	75	5.152969348806709e-12	< p = 0.05	973.0	0.5080906148867314	0.12790697674418605
750	X401x492-2m1.xml	2	775	1175	85	11	74	8.297770952921056e-12	< p = 0.05	975.0	0.5097087378640777	0.12941176470588237
751	X401x492-2m1.xml	2	777	1177	86	11	75	5.152969348806709e-12	< p = 0.05	977.0	0.511326860841424	0.12790697674418605
752	X401x492-2m1.xml	2	779	1179	85	11	74	8.297770952921056e-12	< p = 0.05	979.0	0.5129449838187702	0.12941176470588237
753	X401x492-2m1.xml	2	781	1181	84	11	73	1.3353534438911957e-11	< p = 0.05	981.0	0.5145631067961165	0.13095238095238096
754	X401x492-2m1.xml	2	783	1183	83	11	72	2.147593354539581e-11	< p = 0.05	983.0	0.5161812297734628	0.13253012048192772
755	X401x492-2m1.xml	2	785	1185	83	11	72	2.147593354539581e-11	< p = 0.05	985.0	0.517799352750809	0.13253012048192772
756	X401x492-2m1.xml	2	787	1187	83	11	72	2.147593354539581e-11	< p = 0.05	987.0	0.5194174757281553	0.13253012048192772
757	X401x492-2m1.xml	2	789	1189	83	11	72	2.147593354539581e-11	< p = 0.05	989.0	0.5210355987055016	0.13253012048192772
758	X401x492-2m1.xml	2	791	1191	82	11	71	3.4515848518977525e-11	< p = 0.05	991.0	0.5226537216828478	0.13414634146341464
759	X401x492-2m1.xml	2	793	1193	83	11	72	2.147593354539581e-11	< p = 0.05	993.0	0.5242718446601942	0.13253012048192772
760	X401x492-2m1.xml	2	795	1195	86	11	75	5.152969348806709e-12	< p = 0.05	995.0	0.5258899676375405	0.12790697674418605
761	X401x492-2m1.xml	2	797	1197	86	11	75	5.152969348806709e-12	< p = 0.05	997.0	0.5275080906148867	0.12790697674418605
762	X401x492-2m1.xml	2	799	1199	86	11	75	5.152969348806709e-12	< p = 0.05	999.0	0.529126213592233	0.12790697674418605
763	X401x492-2m1.xml	2	801	1201	86	11	75	5.152969348806709e-12	< p = 0.05	1001.0	0.5307443365695793	0.12790697674418605
764	X401x492-2m1.xml	2	803	1203	86	12	74	2.299302557947464e-11	< p = 0.05	1003.0	0.5323624595469255	0.13953488372093023
765	X401x492-2m1.xml	2	805	1205	87	12	75	1.4351762202660347e-11	< p = 0.05	1005.0	0.5339805825242718	0.13793103448275862
766	X401x492-2m1.xml	2	807	1207	86	12	74	2.299302557947464e-11	< p = 0.05	1007.0	0.5355987055016181	0.13953488372093023
767	X401x492-2m1.xml	2	809	1209	86	12	74	2.299302557947464e-11	< p = 0.05	1009.0	0.5372168284789643	0.13953488372093023
768	X401x492-2m1.xml	2	811	1211	87	12	75	1.4351762202660347e-11	< p = 0.05	1011.0	0.5388349514563107	0.13793103448275862
769	X401x492-2m1.xml	2	813	1213	87	12	75	1.4351762202660347e-11	< p = 0.05	1013.0	0.540453074433657	0.13793103448275862
770	X401x492-2m1.xml	2	815	1215	87	12	75	1.4351762202660347e-11	< p = 0.05	1015.0	0.5420711974110033	0.13793103448275862
771	X401x492-2m1.xml	2	817	1217	87	12	75	1.4351762202660347e-11	< p = 0.05	1017.0	0.5436893203883495	0.13793103448275862
772	X401x492-2m1.xml	2	819	1219	84	11	73	1.3353534438911957e-11	< p = 0.05	1019.0	0.5453074433656958	0.13095238095238096
773	X401x492-2m1.xml	2	821	1221	84	11	73	1.3353534438911957e-11	< p = 0.05	1021.0	0.5469255663430421	0.13095238095238096
774	X401x492-2m1.xml	2	823	1223	84	12	72	5.888668049571963e-11	< p = 0.05	1023.0	0.5485436893203883	0.14285714285714285
775	X401x492-2m1.xml	2	825	1225	84	12	72	5.888668049571963e-11	< p = 0.05	1025.0	0.5501618122977346	0.14285714285714285
776	X401x492-2m1.xml	2	827	1227	84	12	72	5.888668049571963e-11	< p = 0.05	1027.0	0.551779935275081	0.14285714285714285
777	X401x492-2m1.xml	2	829	1229	85	13	72	1.5593915931912643e-10	< p = 0.05	1029.0	0.5533980582524272	0.15294117647058825
778	X401x492-2m1.xml	2	831	1231	86	13	73	9.802471696469724e-11	< p = 0.05	1031.0	0.5550161812297735	0.1511627906976744
779	X401x492-2m1.xml	2	833	1233	86	13	73	9.802471696469724e-11	< p = 0.05	1033.0	0.5566343042071198	0.1511627906976744
780	X401x492-2m1.xml	2	835	1235	85	12	73	3.6810399678451016e-11	< p = 0.05	1035.0	0.558252427184466	0.1411764705882353
781	X401x492-2m1.xml	2	837	1237	85	13	72	1.5593915931912643e-10	< p = 0.05	1037.0	0.5598705501618123	0.15294117647058825
782	X401x492-2m1.xml	2	839	1239	85	13	72	1.5593915931912643e-10	< p = 0.05	1039.0	0.5614886731391586	0.15294117647058825
783	X401x492-2m1.xml	2	841	1241	85	13	72	1.5593915931912643e-10	< p = 0.05	1041.0	0.5631067961165048	0.15294117647058825
784	X401x492-2m1.xml	2	843	1243	85	13	72	1.5593915931912643e-10	< p = 0.05	1043.0	0.5647249190938511	0.15294117647058825
785	X401x492-2m1.xml	2	845	1245	85	13	72	1.5593915931912643e-10	< p = 0.05	1045.0	0.5663430420711975	0.15294117647058825
786	X401x492-2m1.xml	2	847	1247	85	13	72	1.5593915931912643e-10	< p = 0.05	1047.0	0.5679611650485437	0.15294117647058825
787	X401x492-2m1.xml	2	849	1249	84	13	71	2.4784664682545565e-10	< p = 0.05	1049.0	0.56957928802589	0.15476190476190477
788	X401x492-2m1.xml	2	851	1251	84	13	71	2.4784664682545565e-10	< p = 0.05	1051.0	0.5711974110032363	0.15476190476190477
789	X401x492-2m1.xml	2	853	1253	86	15	71	1.5542307699991917e-09	< p = 0.05	1053.0	0.5728155339805825	0.1744186046511628
